Sighting Date,Reported Date,Place,Shape,Time,Comments,Disaster
20100711,20100711," Fairport, NY", triangle,15 mins,Red and White lights blinking and dancing across the sky rapidly.,
20100711,20100712," Winnipeg (Canada), MB", rectangle,1 hour +,"Two square shaped objects with flashing lights in each corner flying incredibly fast and changing direction at unbelievable angles.I was driving in a car on the south perimeter highway of Winnipeg, Manitoba with my friend  and his girlfriend in the front seats.  As we were passing the Brady landfill, she noticed  something in the sky and asked what it was.  After a quick glance me and my friend said its  just an airplane, but after taking a second look we realized that it did not look at all like an  airplane.  The object looked very low in the sky and was a four cornered shape with lights in  each corner.  In one corner the light flashed back and forth from green and red. We pulled  over on the side of the highway to get a better look and try and record it on our phones, as we  did this the object started accelerating quickly west and then turned very suddenly and flew  north, across the city, very fast. As this object left, another one appeared from the east, and  flew west across the sky, before turning north, seemingly towards the airport, but ended up  staying in one spot high in the sky, which appeared to be west of the city towards the north.The second object stayed in this position for as long as I could watch it after that, which was  at least an hour, and it glowed brightly in the sky, clearly with blue/green and red lights.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100711,20100711," Alameda, CA", circle,15 minutes,"A fleet of white circular UFOs over Alameda, CA.My wife and I saw a fleet of white circular UFOs flying overhead at around 13,000-15,000 feet over me in formation moving very slowly today, July 11, 2010 at around 16:10 hours.  The formation was more of an long elongated formation.  Some crafts were in a tight formation while other crafts were spread out.  From what I can see, they were too high to be birds and too big to be balloons.  If they were white balloons, they should of been moving south because the wind was blowing from the north this evening at around 10 knots.  This was not a one time occurance in my area.  I usually see one or two during my weekend afternoons when I am usually working on my garden, but never thought of reporting it due to the fact that I don&apos;t know what it is.  But this time it was different, I saw 27-30 of this unusual craft moving overhead and the frequency of siting is increasing.I am at a close proximity to Oakland and San Francisco airport and see many planes of deferent make and sizes flying overhead.  I know what planes or helicopters looks like even at high altitude from the shape of the fuselage and wings.  This crafts exhibited no known feature of known aircrafts.I am a laboratory manager for a small Biotechnology company and have training in science.  My wife is an Executive Assistance for a high technology company.  We both now firmly believe there is crafts of unknown origin flying through our airspace.  I would like to purchase a digital video camera soon to film my experiences so that I can share or present solid evidence to other researchers in this field.  I hope we were not the only people who witnessed this amazing event this evening.",
20100711,20100711," Boise, ID", other,20 seconds,"Large translucent orange/gold v-shaped object flying from wast to west in straight lineI was outside in my backyard watching for meteors when I noticed a large anomaly moving from east to west at a very high altitude.  The object had a translucent faint orange/gold semi v-shaped leading edge and was shaped similar to a flying wing type aircraft only much, much larger with a transparent look to it.  The object moved in a straight line from roughly east to west, making no sound, and traversed the entire visible sky in less than 30 seconds.  I am very familiar with all types of conventional aircraft having been a plane enthusiast for over 30 years, and this object fit no description of anything I have ever seen.   It had no marker lights and was much too large and fast to be any ordinary aircraft.  Its absolutely straight course, translucent appearance and color, and its shape and immense size would discount the possibility of it being a searchlight, reflection, or other easily explainable source.",
20100711,20100711," Brookfield, WI", circle,3 minutes,"3 orange disc shaped lights observed in eastern sky near Milwaukee, moving north, stopped and formed triangle.Three orange balls were observed in the eastern sky traveling south to north shortly after midnight.  They were moving slowly.  The one which appeared to be in the lead then stopped, and the other two, one at a time, formed a perfect triangle, standing still for about a minute.The observer then went to summon other family members.  Another person went outside to look moments later and observed one orange disc in the sky at about 45 degrees from the horizon.  It appeared to pulse, getting stronger and fainter about twice a second, and faded and disappeared in about a minute.It was a cloudy night, hot and muggy.  There had been thunderstorms earlier. Stars were not visible.  The objects were silent.Observers are: A white male in his fifties, a goldsmith by trade; and white female in her sixties, his spouse.We are middle class people and have never seen anything like this.",
20100711,20100711," Williamsburg, PA", light,1min 30 sec,"Bright light by JupiterSaw bright light to the right of Jupiter moving slowly to the left and up on a curve, then faded away after passing Jupiter.  Reappeared a few seconds later in original spot but brighter this time and moved in same path as it did the first time.",
20100711,20100711," Philadelphia, PA", light,30 minutes or so,"Bright light in sky seen in PhiladelphiaMy wife &amp; I were sitting out back in our yard as we also try to do.  We were sitting in our chairs facing south.  To the south/southwest she noticed a big shing light.  At first we thought it might be a satelite, but after further inspection, there is no way it&apos;s a satellite.  It was not a helicopter or plane either. We noticed numerour helicopters going to the area it was in, one at a time.  I do not know if they could see it.  We took pictures &amp; a short video (a little dark though).  It was a pretty good night to see the stars, but this light was not nearly high enough to be a star.  Plus it had a cleary visible haze around it.  I would be suprised if no one reports this.......it was THAT noticable &amp; unusual.  I do not know if it was &quot;alien&quot;, but it is definately &quot;unidentifiable&quot; to me, making it a U.F.O. for just that reason.C-((NUFORC Note:  Possible sighting of Venus.  PD))",
20100711,20100711," Taneytown, MD", light,1 hour,"Last night (7/10), technically early this morning (7/11) around 1 am, I noticed that the stars didn&rsquo;t seem right. There was an unusual swoosh pattern, a large swoosh pattern.  The &ldquo;stars&rdquo; in the swoosh pattern were blinking in a sort of Morse Code way, as if they were talking to each other.  I went outside a few times until almost 2 am and they were still out there.Tonight (7/11) around 9:30pm  I went outside to smoke a cigarette and I saw a bright light above, as I looked up it dimmed greatly and blended in with the stars, that&rsquo;s when I noticed it was moving fast across the sky, too fast to be a plane and too high.  I made my boyfriend come out and look. He also saw it, it went over my house so I did not see where it went.  I watched the sky and off in the distance over the houses across the street I spotted another one, blending in with the stars, I watched it &ndash; every &ldquo;star&rdquo; it passed brightened as it was passing it and dimmed again after it passed, I watched it until it disappeared - my boyfriend came out and saw it right before it disapeared.  Since there are street lights out front it was kind of hard to see, so I went out back (about 9:45pm) and kept looking up in the sky.  As I was looking at the stars, suddenly one started moving across the sky and as it was headed straight for another &ldquo;star&rdquo;, that star shifted right and let it! go by then it moved back into place. Another &ldquo;star&rdquo; that it passed started moving in the opposite direction.  There were greenish light streaks moving a little ways to the left of it.  I watched all of them until they disappeared.Then around 10:15pm I went out front again and saw yet another one moving across the sky, it did a zigzag then went straight.Each one of these things were visible for under 5 minutes each before they disappeared.It is now 12:22 am and I have gone out several times since then and have not seen them again.  I will keep looking and if I see them any more tonight I will post again.If anyone else reads this and sees the same thing please post it.  Thank you.((NUFORC Note:  Probably a star or planet?  PD))",
20100711,20100711," London (UK/England),", changing,2 Minutes,"Three round silent balls of light over London, then disappear, then a strange grey oval shape.11 July 2010, at exactly 3 am, over SE21, West Dulwich, London, England.I noticed 3 orange/red lights in the sky, brighter than standard aviation lights, glowing and at the same height of helicopters, all flying in unison and at the same rate, one behind the other.  I was taken aback at first, because I know that most helicopters in the area flash and blink lights and more importantly, make a noise.  No planes fly in and out of the area at that hour of the morning.The objects were travelling at a constant rate toward my home.  As they neared, the lights of each three went out one by one.  I have never seen or experienced aviation aircraft to suddenly turn off any of their lights to the point of complete darkness.  I followed the path of the lights of where I thought they would have been should the lights have stayed on, and in the darkness I saw a faint grey shape, that became slightly larger in size, with no light, no flashing, that you would expect from any aviation aircraft, especially over populated London areas.Again, these orange/red glowing &lsquo;orbs&rsquo; and the shape were at the height of helicopters, and completely silent.  It was the silence and the shape that has completely got me baffled.At about 3:10am, several helicopters came into the area and circled for some time.",
20100712,20100712," Olyphant, PA", sphere,30 seconds,"a  fire ball looking object came across the sky, changed directiong and then disappeared.At approximately 10pm on July 10, 2010.  A red/ orangey glowing ball of fire looking object was seen flying across the sky heading west.  At first we thought it was a plane that may have been on fire or a planet/ shooting star.  Then after observing the flight pattern we came to the conclusion that a plane cannot change directions that quickly.  The object  then cut back and flew  south east.  After that it flew straight and disappeared into the sky as it seemed to stutter.  There were no cloud in the sky.",
20100712,20100712," Westford, MA", unknown,20 seconds,"Bright object in sky suddenly switched direction, faded and dissapeared.ISS went over head about 21:20 EST.  Approx two minutes later another large bright light decended from a Westerly direction.  It was coming toward the earth and it grew larger and brighter very quickly.  So much so that I was nervous that it might strike the earth.  It had no shape we could see just a very bright light that was similar in size and brightness to the ISS that had just gone past minutes earlier (from a WNW direction.)   This object was as bright if not brighter than the ISS.  Suddenly it switched direction back out into space and faded very very quickly and finally dissapeared out of site.I know it was not a metorite or other debris burning up because of this change in direction.  I know it was not the ISS as that had just passed two minutes prior to seeing this.  I know it was not a satellite passing by as we have seen those many many times before.  This was not any of these things and both my husband and I  witnessed it.  Thanks for looking into it as we are curious as to what it was.",
20100712,20100712," Polk City, IA", disk,10 Minutes,"Unusual light in sky 7/4/10 from Saylorville campground.Sunday, July 4, 2010, approx 10:20 PM.The sky had  a very unusual appearance that night.  In the west and northwest there was a band of light-colored sky extending from the horizon upward about 15 degrees.  (Usually at this time of evening at this latitude, the sky is entirely dark.)   At the edge of this band of light the sky turned very dark.  In the dark area there appeared an unusual &ldquo;disc&rdquo; of gold or orange-colored light.  It stood out in stark contrast to its nearly black surrounding.  The disc stayed in a fixed position at about 75 degrees up in the NW sky for several minutes, then appeared to &ldquo;drift&rdquo; several degrees &ndash; perhaps 10 &ndash; upward and northward, then stopped again before fading away.  The night sky was cloudy and it looked like the disc faded out, it was not covered up by the clouds.The disc reminded me of the symbol for a hurricane on a weather map.  It was round, but had one point instead of the two found on the hurricane symbol.  It was also blurry and indistinct.The diameter of the disc appeared to be between a quarter and a half of the diameter of a full moon.  Of course, not knowing either the size of the disc or its distance from my location, it is impossible to &ldquo;guesstimate&rdquo; either value.",
20100712,20100712," Worthington, OH", light,continual,"It looks like a star, same size but noticeably brighter.  Moving erratically.",
20100712,20100712," Tyler, TX", fireball,5 minutes,"Red/Orange Fireball Moving Over Tyler, TX, at Speed of AirplaneI, my sister, and my two sons saw something over Tyler, TX, around 9:25 PM on July 10, 2010.  The sky was not completely dark yet.  My sons and I were in the pool.  I put my head back to dip my hair into the water... when I saw a bright red glow approaching from the distance.  One of my sons saw it at the same time, and we both said, &quot;What is THAT?&quot;   It was traveling at the speed of a plane, and as it approached..  my younger son and I saw something behind the glow...  almost like a parachute shape, but translucent looking.  My son said it looked like  a glare on something behind the light.  But then that shape went away, and all we saw was a red fireball.  By this point, it looked like a plane on fire.  My older son called for my sister to come outside.   We stood in shock.. it looked like a plane in flight that was in flames.  We were scared because we thought it was a plane on fire and we were just waiting for it to fall... and my mind was thinking, &quot;How can a plane st! ill fly if it&apos;s on fire?&quot;... but it continued on in the distance until it could no longer be seen.  Once it was gone, we realized that it could not have been a plane because there was no noise, but it was moving in the direction that we had seen planes coming from earlier.  There were NO OTHER reports of this to the local news station when my sister called, and no one else I know saw it.  People keep saying it was a weather balloon or hot air balloon that we must have seen.  Yeah right.  I&apos;ve seen both, and this was neither.",
20100712,20100712," Truckee, CA",,08-10 seconds,"Weird flashes of light, two nights in a row.I was Camping with my family just outside of Truckee, Ca. during the 4th of July week, at a place called Tahoe Timber Pines.On the 7th of July, and somewhere between 10 and 11ish pm., (I didnt have a watch) I was just sitting quietly star gazing (very clear night), when I had suddenly observed 3 to 4 very bright flashes of light emminating from the same spot in the night sky.  Small pinpoints of bright light.The 4th flash of light was a little different than the previous ones in that it was almost like a diffused strobe flash, like when someone takes a flash picture outside at night- that kind of effect.My first thought was that it was some kind of occillating space junk or debris, and was catching the sun at a particular angle.  I thought that, because it was about the same height as a satellite.  I had seen a couple of regular looking satellites later in the evening, as well.The strangest thing about this observation, was that I saw the same kind of flashes the very next night! In the same spot as well.The only difference was that it didnt do the strobe flash.But the other 3 flashes about 2 or 3 seconds apart were exactly as I saw them the previous night.Wierd.",
20100712,20100712," Coudersport, PA", fireball,2-3 minutes,"Orange fireball witnessed in Northern PA on July 4th, 2010On July 4, 2010, my husband, daughter, myself, and two friends were sitting outside at our camp.  The camp is located approximately half way between Coudersport, PA and Galeton, PA (not too far from Denton Hill State Park).  Sometime around 22:20, we noticed an orange fireball going slowly across the sky.  The fireball appeared to be traveling from North to (SouthEast).  The five of us were astonished.  It did not look like a plane or helicopter.  It was definitely an orange glowing ball.  My husband and friend felt for sure they saw some type of tail at the end of it.  I did not notice it.  The fireball was traveling in a fairly straight line at first.  Then it seemed to change directions (zigzag) several times, almost as though it was losing its course.  After viewing this for several minutes, the glow became less and less until we couldn&rsquo;t see it anymore.  It did not appear to have traveled out of view, but more like it burnt out.  It was not a shooting s! tar and did not look like a meteor.  Nor, was it &lsquo;The Northern Lights&rsquo;, not even close.  It also was not part of a fireworks display.  It was extremely high in the sky.  For those people who may say it was just too much July 4th celebrating, our 14 year old daughter witnessed this also.",
20100712,20100712," Mons (France),", other,camera only,"Digital camera caught an airborne object from the vista of the village of Mons, France.I discovered the strange object in the photo the morning after we visited Mons as I was looking through my transferred photos on my MacBook.  I don&apos;t believe that anyone else saw the object either as it happened.I was standing with my wife and my inlaws near the village lawn of Mons, France taking pictures with my Canon digital PowerShot.  There were at least 7 other people within 50 yards of us. Neither my family nor I saw the object with our naked eyes, or heard any noises.  I don&apos;t have any reason to believe that anyone else around us saw the object either.  I was the only person taking photos as far as I am aware, and the photo is the only evidence that something was there.2 photos were taken of the exact same spot in less than a 1 minute time span.  The first photo showed nothing.  The object appears in the second photo only.  We decided it could not be a blimp because it would have shown in the first photo.We looked at the photo on my MacBook over dinner, and discussed all the possible things it could be - pollen, insect, debris falling from the sky, glitch in the camera, etc.  We all agreed that whatever it was, it had to have happened quickly and without much noise, because everyone on the village lawn was oblivious to it.((NUFORC Note:  Picture is no longer available at the link indicated by the source of the report.  However, we looked at the photo, and, if I recall the photo, it looked to us to be a bird in flight, with its wings folded.  PD))",
20100712,20100712," Plano, TX", light,30 minutes for two events,"Red-Gold Orb over Plano ,TexasJune 27. 2010 5:45pm. Still Daylight.  Periodic slight cirrus types of clouds were in the sky.I was in the pool at my friends house in Plano , Texas.  I looked up into the sky looking east and noticed a tiny pulsing REDish Gold spec of light in the air.  It was moving northward very slowly. The object was about the size of a head of a pin seen at arms length.I observed for about 5 minutes.  It stopped moving and stayed in a stationary position..  I said to myself that i am going to go to my car to get my digital canon camera.  And i did.When i got back it was hard to relocate the object at first but i finally was able.  It was sitting there for another 4 minutes and then slowly moved off to the north...Minutes later, I noticed another Goldish red orb in another area in the sky.  Basically overhead but  just a few degrees off to the south from just overhead...  It was larger  or lower and perhaps at the cirrus cloud height.  I took a few pictures with my canon camera..   Again it was still broad daylight and it almost seemed to glisten in a red gold type of light..  It was not close enough to tell if it was actually metallic or if it was a light.  I decided for some strange reason to turn the flash on the camera to on..  When I did that and took a photo.  The object that was standing stationary in the sky for about 5 minutes rapidly accelerated toward the southwest..   And then accelerated again and vanished. It was a two stage acceleration, going from still to rapid speed m then suddenly accelerates again to super fast and it was gone.When looking at the photo that I took,  and after I enlarged it,  looks  like all those other photos that you would see of UFOs in the national enquirer, and I laughed to myself..To the naked eye it was more visible and did not represent any known aircraft.  It was neither a bird nor a balloon.  I did not know of any bird or balloon that will accelerate the way this thing did, or stay stationary they it did while being watched in the North Texas sky..Photo to be sent in Email",
20100712,20100712," South Bethany Beach, DE", light,2 mins,"Glowing red/orange lights in sky.At approx. 9:40 pm we noticed 3 red/orange glowing lights heading north towards us at a slow rate of speed, coming up the beach about a mile off the ground (fairly low), at first I thought they may be helicopters because the leading light appeared to slow as if waiting for the other two.We then noticed it was perfectly silent , no motor noises.  They continued towards us for a bit then turned east and headed out over the ocean.   At that point we saw 2 more appear then another 2 and finally an 8th light.  They all followed the same approximate flight pattern, although at slightly different altitudes.  The leading light then all the following lights seemed to dim and dissapear at roughly the same area over the ocean , one at a time.  A friend got her video camera and recorded much of this, on the playback we could see a perfectly round &quot;orb&quot; encircling the lights that were not visible to the eye.  They did not appear to be a &quot;spacecraft&quot; in the conventional descriptions.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100712,20100712," Whitby (Canada), ON", light,1 hour,"Strange bright light hanging low in the night sky (not a planet) moved very slow and pulsing orange/yellow and changed its shape.Witnessed a strange very bright light that &quot;hung&quot; in the sky to the north-west, low just above the horizon (no other stars visible in the sky).  The object moved very very slowly left-to-right back and forth.  I had an HD camera and filmed this object for approx 15 minutes.  Digital zoom to 200x and saw bright strobing colours of orange-yellow with pulsing reddish centre and green outine.  Diamond shaped (but this might be caused by my camera aperature).  Object appeared to change shape a number of times and alter its brightness (I have this on film).  I watched it until it eventually faded out of vision.  Very strange and I have no idea what I saw.((NUFORC Note:  Venus.  PD))",
20100712,20100712," Adrian, MI", light,30 sec,"Triangular stationary sighting over Michigan July 6, 2010Viewing the southern sky we observed 3 lights in a triangular pattern.  They were stationalry and remained visable for approx. 30 seconds.  Two of the lights faded within 15 seconds of the sighting and the third, bottomlight, faded more slowly taking approx. 30 seconds for it to completely disappear.  There was no motion or sound. The lights were white and quite bright.  The lights did not penetrate the sky only remained stationary and almost like a constellation.  There is no such constellation in the southern sky at any time of the year that has ever resembled this pattern.",
20100712,20100712," Pittsburgh, PA", disk,twenty minutes,"Stationery for over twenty minutes and when viewed through binoculars, it appeared as thought it had lights around the craftIt appeared as though it was a large bright light.  My husband and I knew it was too large and to close to be a star.  It stayed in the exact position for over twenty minutes.  We used our binoculars to see it more clearly.It appeared to be in a sphere shape but in looking thourgh the binoculars, it had many lights around the middle.  Almost as though it were a train with windows, if that makes sense.  It did not move for over twenty minutes.It was not a plane or a helicopter..((NUFORC Note:  Witness elects to remain semi-anonymous; provides no contact information.  Veus?  PD))",
20100712,20100712," Bristol, IN", sphere,30 seconds,"Large Orange Glowing Orb Witnessed in August of 1977 or 1978.This event occurred many years ago when I was a teenager camping with parents and relatives in northern Indiana.  As best as I can remember, this event occurred during the summer vacation after I completed the 7th or 8th grade.  It&rsquo;s hard to be exact on this point as so many years have elapsed, but I can be certain of the month, August, because that&rsquo;s when my father always took his two week vacation which we spent camping.My Aunt, my cousin, and myself were enjoying live music, a country band if I remember correctly, in an enclosed pavilion at the campground when we decided to step outside for some fresh air.  It was a very warm August evening around 20:30; the air was very heavy and thick, as most August evenings are, and I remember taking in a deep breath of the cooler outside air.  We had walked a bit from the pavilion, making small talk, and found ourselves among a stand of pine.  I had glanced up, for no particular reason, and spotted a very large, orange colored orb hovering right above.I pointed up immediately and said &lsquo;Look!&rsquo;.My cousin and Aunt both looked up and stared in amazement.  The orb was very large and seemed as big as a three-story house.  It&rsquo;s hard to say how far away it was, but I remember thinking to myself that I could almost reach up and touch it.  I think I may have actually stretched out my hand.  The orb had a very distinct glow to it, that&rsquo;s honestly, hard for me to articulate.  The best description I can come up with, and I&rsquo;ve thought about this from time to time over the years since the event, is that if you could imagine a giant pumpkin that&rsquo;s been carved very close to the rind, and then a large lit candle place within so that it appears that the surface is emanating light, rather than a direct light source&hellip;if this makes sense.The event lasted maybe 30 seconds, the object never moved, never made a sound, and then it just blinked out and was gone.I looked up at my Aunt who was still staring with her jaw gaped open, and said, &lsquo;Did you see that!?&rsquo;.My Aunt was silent, but my cousin said, &lsquo;I think it was a firework,&rsquo; as if to provide some kind of reasonable explanation.  I said in return, &lsquo;There&rsquo;s no way that was a firework, I think it was a UFO&rsquo;.We all walked back to the pavilion in silence.  We never spoke of the event after that night.There is one more detail here that I&rsquo;m not totally sure about, but when we returned the band was wrapping up, and I could swear that when we had left they were just about to take a small break, not finish for the night.  I&rsquo;ve heard of &lsquo;Missing Time&rsquo; since the event and I&rsquo;m not saying that&rsquo;s what happened.  I just wanted to note this point because I remembered at the time thinking that is was kind of strange that the band was packing.I&rsquo;ve always wondered if anyone else had ever seen an object such as this one during the summer of 77 or 78, so I decided to share this event with you folks.  I&rsquo;ll always remember the amazement and utter awe I felt that night.((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",
20100712,20100712," Frankfort, AL", chevron,15 seconds,"chromed object in skySunday, July 11, 2010.While in my pool, I noticed a blurred space in the clouds that moved across the sky.  This lasted about 15 seconds. Then it turned into a chrome winged chevron shaped object for a split second and then disappeared through the clouds at a very high rate of speed.",
20100712,20100712," East Hampton, NY", circle,20-30 sec,"strange light in the skyi was driving back from east hampton to nyc, when ahead of me a very shining star got my attention, for  a sec i thought i was looking at the north star, since it was very bright and kinda stood alone in the north direction, but then i observed a change in the light intensity of the object, it got brighter a bit, i realized i was not looking at a star , but at a strange light. i got scared so i pulled over, not leaving the light outta my sight at all. it made a very strange move, then suddenly the light dimmed away, just like it reacted to my constant starring,. dissappeared. it wasnt a plane or an helicopter, as there were no clouds or fog, very clear sky  for their lights to disappear. plus the light was steady still, so the plane or helicopter is outta the question. it wa sa shooting star, cus the light didnt shoot away in a straight line, but zig zaged very little some left, then to the right.......((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100712,20100712," Tracy, CA", other,10 - 15 minutes,"Bright blue light over Tracy, CATraveling East from approx Livermore, CA, over Tracy, then traveled North, changing speed and direction often.  The object was bright blue in color and would fade at times.  It would get very bright and then suddenly shut off, then come back to sight moments later.   We heard no noise from the object and witnessed it changing speeds rapidly.  We have both still camera pictures as well as video of the object.  It seemed to start over Lawerence Livermore Labs.",
20100712,20100712," Sag Harbor, NY", light,2 minutes,"Strange light in the skyI was standing on my deck shortly after dusk and looking to the east and saw a bright round light travelling towards the southeast towards the ocean on eastern Long Island.  I have seen thousands of planes, satellites and shooting stars over the decades but this was different.It was a bright white light, with no running lights such as red/green etc.  It was brighter than a plane lights, but what was unusual was it was a light that was whiter than white bordering a chrome color.  It was only going a hundred MPH or so, and only a few thousand feet up.My opinion was the object was a glowing light, not an intense light attached to the object.  The object was not coming towards me so I can rule out landing lights, which are never this white anyway.  Watched for two minutes until object dissappeared behind some trees.  No sound, fading or unusual movements observed.Editor Note: The object was observed on Sunday, July 11, 2010, Not July 10th.  I am resending this report to you with corrected date.",
20100712,20100712," Hickory, NC", disk,10:25,"it is not the first time the passed 2 weeks that we have seen this object.We say the same thing last week and a plane flew by it and the craft followed the plane.  Then, last night, we saw it and it dissapeared and came back. Tonight we went out side and looked up and it was on the oppisite side of the sky then what we saw it last week, it was really bright then a plane flew close to it and it got so dim u could bearly see it.  As the plane flew away from it it got twice as bright as it was when the plane passed.  As all of this was going on it did move down a little and to the right.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))((NUFORC Note:  Venus.  PD))",
20100712,20100713," Azwell, WA", light,5 minutes,"Bright pulsing light,Long bright light with red tip, pulsing from very bright to dim then out.Did this several times.  Bright light went out, red light stayed on, and shot straight up at a 10 degree angel into space.  To fast for any aircraft.Sky was clear that night.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100712,20100712," San Angelo, TX", light,7-12 seconds,"Ultra bright ball of light flying very low over texas.Second story of apartment complex.  Looking south east as high as you can possibly see thick cloud coverage no stars in sight.  No distractions to my pervisional vision as far as street or car lights, could I confuse this sighting with an image of an ultra bright white ball falling downwards at great speed than any air craft made.  Zig zagging from left to right and kept falling until out of my sight.I saw a ultra brigtht light seconds after being called outside, falling at an incredible speed downwards while zig zagging from left to right.  The object kept falling until it was out of my sight.",
20100712,20100713," Wauconda/Lake Zurich (between), IL", light,three minutes,"Brilliant glowing red object in northern Illinois moving from the northwest to the south.Observed the object from a distance.  It was north by northwest of my location.  It intially appeared to be an aircraft running light.  But upon getting closer, I observed that the object was moving to the south in a straight (ballistic) manner.  It was red in color and very brilliant, but its color fluctuated.  I was then almost directly below it and it glowed a brilliant red color. It was overcast, no stars were visible, so it was on my side of the cloud cover.  It then abruptly disappeared.",
20100712,20100715," Lichfield (UK/England),", circle,5 mins,bright circuler lightsmoving  east to west  two  sharp bright lights  one  smaller than the other the largest bright light seemed to be chasing the  smaller one  there was no niose  coming from both of them  they were quite low in the atmosphere  there was no  other lights on the  u.f.o .ie like airoplane  lights this happend on two nights in a row  the second night  i have managed to capture a vidio of this sighting  the second night the object was lower than previouse and brighter  but still no sound at all  nor aircraft lights.,
20100712,20100716," Jonesboro, IN", light,30 secs,"Slow moving light from East to West about 70 degrees up, Blinking very slowly, then dissappeared.",
20100712,20100715," Hayward-Trego, WI", light,45 minutes,"Big, Bright, moving light seen for 30 miles in northwest wi for 40 minutesJuly 12th, 2010, approximately 10:20 P.M.I was driving home from work south on Hwy 63 from Hayward, when I noticed a large bright light in the western sky.The object I saw was about the size of thirty stars put together.  It was mostly white with a little trace of red on one side. It was way bigger than any star or planet or plane I had ever seen.  It wasn&rsquo;t blinking, and it didn&rsquo;t appear to be moving.   It stayed in one spot low in the horizon; I&rsquo;d say about twenty five to thirty degrees up.Baffled, I called my husband who was at home fifteen miles away in Springbrook, WI.  I asked him to step outside and tell me what the big object in the sky was.  When he asked me the direction, I replied, &quot;Don&rsquo;t worry, you will know when you see it.&quot;  It only took a few seconds to see what I was talking about. I asked him, &quot;What is it?&quot;  He replied, &quot;I don&rsquo;t know.&quot;When I arrived at home, he was still in our yard watching it through a brake in the tree line.  We watched for about 5 seconds, and then it dipped down and to the right about an inch in a swooping motion.  I gasped, completely shocked, &quot;Did that just move?!?!?!?&quot;  My husband replied, &ldquo;Yeah, it&rsquo;s been moving the whole time.&rdquo;  We stood and watched this thing bounce around and move.  It dipped and dived and moved in small circles, almost as if we were watching someone flying a kite with a light on top of it, a kite you could see 20 miles away, with no wind.  Several times we had to move a few steps left or right because it would move behind the tops of the pine trees.We called our friend Dan who lives 8 miles west of us in Trego, WI.  When he stepped outside, he was stunned. When I was sure that we were not the only ones who could see it. I called 911.  I couldn&rsquo;t be sure that whatever it was, it wasn&rsquo;t dangerous.At about 11:00 it seemed to start heading down in the western horizon and it got gradually smaller, like it was going away from us. At 11:05, we couldn&rsquo;t see it anymore.It was a clear night and we could see hundreds of stars and satellites, and even an airplane flew by.  But none of them moved or looked like this.  I really wish I knew a good solid explanation of what the thing was, and every night, I keep my eyes open to see if it comes back.",
20100712,20100712," Cortez Colorado, CO", light,5 minutes,"Red non blinking light traveling past two aircraft west to north eastOn 07-12-2010, at approximately 0225 hours, while on patrol in the County of Montezuma, observed a red non blinking light to the north west.  Event lasted approximately 5 minutes and the red light passed two aircraft.  Light traveled from approximately the constellation Bootes, Star (Arcturus) to the Big Dipper, Star (Merak) then continued to the north east over the horizon.  During the transition the red light was overtaken by two blinking white and red lights, possibly commercial airlines, which were traveling in the same line west to east following each other.  Night sky clear, temperature approximately 58 degrees, visibility unlimited.",
20100712,20100712," Burbank, CA", changing,10 minutes,"Nuerous black parachute-like objects, very fast-moving, split off in different directions, then one triangular-shaped flat object.We were driving home on the Interstate 5 southbound when we saw strange objects in the sky.  There were about three dark objects on the right and about 5-7 objects on the left of the freeway.  They did not have any lights.  The first 1 or 2 we saw we thought  were clouds, but then realized there were many more &amp; they appeared to be descending and moving at the same time.  In looking closer they appeared to look like parachutes. Soon after that, however, we realized that assumption was impossible.  First of all, the objects were traveling at an impossibly fast speed.  Even though we were driving on the freeway, they continued to pull further and further away from us.  Another reason that these objects could not have been parachutes was because they never came close to the ground.  Eventually, it seemed that some split off the the right of the freeway towards our house, and some went to the left of the freeway toward the Van Nuys area.  After we got off the freeway, we started to go up the hill that we live on, and I continued to look for any sign of the objects.  That was when I saw an extremely large hovering, triangular shaped, flat craft above the mountain.  Again, it had no lights, but this time, it was motionless.  When I got home, I looked outside, but at that point, the object was either gone or out of sight.",
20100712,20100712," Meadowlands, MN", light,Still going,"Red-flashing light in the sky hovering and NOT moving from single spot.A flashing light that changed from a reddish-orange to a blue-greenish color.  Did NOT move, just hover over the tree. Noticed it while standing outside and went and grabbed the binoculars and it has not moved since just continuously flashing lights.  My cell-phone has also not been working since.",
20100712,20100712," Annapolis, MD", light,~5 Sec,"Yellow lights in formation; very fast; no soundI observed two lights- yellow in color- from the South East moving North East at an rapid rate.  Appeared to be in formation- separated by about one fist.  Most notably no blinking lights of an aircraft or any sound.  Could not determine altitude.I have 5000 hours flying as a Military Navigator.  These lights were 15 times larger than Venus and I observed them over 55 degrees in my field of view.F-16&apos;s?  No they were not!!  They were smoking fast.Want to go on the record.((NUFORC Note:  We spoke via telephone with this witness, and we believe that he, almost certainly, is an exceptionally capable observer.  PD))",
